"latitude","longitude","elevation","location","day","time","temperature_2m_mean (°C)","shortwave_radiation_sum (MJ/m²)","et0_fao_evapotranspiration (mm)","daylight_duration (s)","sunshine_duration (s)","precipitation_sum (mm)","precipitation_hours (h)","cloud_cover_mean (%)","dew_point_2m_mean (°C)","pressure_msl_mean (hPa)","surface_pressure_mean (hPa)","wind_gusts_10m_mean (m/s)","wind_speed_10m_mean (m/s)"
13.1107,80.2459,15,"chennai",-22,2025-03-06,28.9,24.75,6.01,42991.52,39294.02,0,0,46,20.6,1010.7,1009,6.65,2.42
13.1107,80.2459,15,"chennai",-21,2025-03-07,27.4,25.55,5.69,43034.59,40271.8,0,0,59,20.2,1010.1,1008.4,6.2,2.29
13.1107,80.2459,15,"chennai",-20,2025-03-08,27.6,25.05,5.65,43077.54,40308.78,0,0,8,21.3,1009.1,1007.4,6.84,2.62
13.1107,80.2459,15,"chennai",-19,2025-03-09,27.5,24.49,5.47,43120.66,39671.64,0,0,21,21.7,1010.4,1008.7,7.01,2.64
13.1107,80.2459,15,"chennai",-18,2025-03-10,28.3,24.7,6.1,43164.07,39847.27,0.1,1,44,19.8,1012.6,1010.9,8.37,3.34
13.1107,80.2459,15,"chennai",-17,2025-03-11,26.9,15.85,3.81,43207.73,29525.35,14.8,15,95,22.6,1012.6,1010.9,9.03,3.6
13.1107,80.2459,15,"chennai",-16,2025-03-12,26.8,21.72,4.37,43251.6,38709.88,1.8,6,61,24,1011.2,1009.5,5.61,1.89
13.1107,80.2459,15,"chennai",-15,2025-03-13,28.1,24.68,5.35,43295.66,40393.43,0,0,47,23.8,1010,1008.3,5.79,2.09
13.1107,80.2459,15,"chennai",-14,2025-03-14,28.5,24.81,5.59,43339.88,39283.09,0,0,25,23.5,1010.3,1008.6,7.18,2.8
13.1107,80.2459,15,"chennai",-13,2025-03-15,28.9,25.26,5.86,43384.22,40581.81,0,0,23,22.7,1011.1,1009.4,7.57,2.94
13.1107,80.2459,15,"chennai",-12,2025-03-16,28.9,23.52,5.32,43428.67,39930.5,0.4,4,18,23.7,1011.3,1009.5,6.4,2.28
13.1107,80.2459,15,"chennai",-11,2025-03-17,29.4,23.67,5.44,43473.18,40446.34,0.1,1,45,24.1,1010.6,1008.9,7.68,2.93
13.1107,80.2459,15,"chennai",-10,2025-03-18,29.3,23.86,5.5,43517.73,40595.89,0.2,2,25,24.2,1010.7,1009,7.73,3.02
13.1107,80.2459,15,"chennai",-9,2025-03-19,29.4,24.36,5.66,43562.28,40419.36,0.4,3,52,23.9,1012.6,1010.9,8.04,3.18
13.1107,80.2459,15,"chennai",-8,2025-03-20,29.6,25.25,5.97,43606.81,40569.2,0,0,10,23.1,1013.8,1012.1,7.88,3.06
13.1107,80.2459,15,"chennai",-7,2025-03-21,29.7,25.21,6.01,43651.29,40610.23,0,0,11,23.3,1013.7,1011.9,8.54,3.4
13.1107,80.2459,15,"chennai",-6,2025-03-22,29.5,22.96,5.34,43695.7,40214.4,0.4,3,21,24.2,1012.8,1011.1,8.22,3.29
13.1107,80.2459,15,"chennai",-5,2025-03-23,29.6,23.52,5.62,43739.98,40254.69,0.2,2,25,23.5,1012.8,1011.1,7.91,3.14
13.1107,80.2459,15,"chennai",-4,2025-03-24,28.9,23.03,5.17,43784.14,40082.55,0.6,4,22,23.8,1012.3,1010.6,6.69,2.5
13.1107,80.2459,15,"chennai",-3,2025-03-25,28.7,24.72,5.55,43828.12,40992.01,0,0,13,23.1,1009.8,1008,6.38,2.28
13.1107,80.2459,15,"chennai",-2,2025-03-26,29,24.42,5.73,43871.89,40903.81,0,0,17,22.8,1008.4,1006.7,7.12,2.72
13.1107,80.2459,15,"chennai",-1,2025-03-27,29.8,24.98,6.1,43915.43,40063.42,0,0,38,22.9,1007.6,1005.9,7.62,2.97
13.1107,80.2459,15,"chennai",0,2025-03-28,30.1,24.34,6.14,43958.72,40465.47,0,0,82,22.9,1007,1005.3,8.47,3.41
13.1107,80.2459,15,"chennai",1,2025-03-29,30.4,26.3,6.67,44002.05,41126.78,0,0,25,21.4,1007.2,1005.5,7.59,3.03
13.1107,80.2459,15,"chennai",2,2025-03-30,29.4,25.86,6.24,44045.49,40907.36,0,0,4,22.8,1008.8,1007.1,8.36,3.33
13.1107,80.2459,15,"chennai",3,2025-03-31,29.1,24.91,5.95,44089.04,40908.29,0,0,26,22.1,1009.2,1007.5,7.55,2.93
13.1107,80.2459,15,"chennai",4,2025-04-01,29.2,25.1,6.13,44132.64,40909.23,0.2,1,20,20.8,1008.8,1007.1,7.44,2.87
13.1107,80.2459,15,"chennai",5,2025-04-02,29.9,24.09,5.92,44176.28,40135.2,0.8,5,36,22.9,1009.3,1007.6,8.23,3.19
13.1107,80.2459,15,"chennai",6,2025-04-03,29,19.62,4.65,44219.93,32622.81,0,0,93,23.8,1011,1009.3,7.53,2.82
13.1107,80.2459,15,"chennai",7,2025-04-04,28.4,21.39,4.53,44263.56,36573.33,7.3,6,65,24.3,1011.1,1009.4,6.46,2.35
13.1107,80.2459,15,"chennai",8,2025-04-05,29.1,22.49,5.05,44307.13,36017.68,2.9,7,54,23.2,1009.9,1008.2,5.61,1.82
13.1107,80.2459,15,"chennai",9,2025-04-06,30,20.85,4.96,44350.64,38879.82,0.1,1,43,23.5,1008.5,1006.8,5.81,2.05
13.1107,80.2459,15,"chennai",10,2025-04-07,30,24.71,5.65,44394.03,40692.88,0.2,2,59,24.3,1009,1007.3,6.51,2.33
13.1107,80.2459,15,"chennai",11,2025-04-08,30.1,24.98,5.92,44437.29,40693.84,0,0,65,23.7,1009.9,1008.2,7.01,2.55
13.1107,80.2459,15,"chennai",12,2025-04-09,30.1,24.94,5.91,44480.38,40583.14,0,0,29,23.4,1008.7,1007,7.67,2.87
13.1107,80.2459,15,"chennai",13,2025-04-10,30.8,22.65,5.64,44523.26,40472.16,0.5,1,70,23.6,1006.2,1004.5,7.02,2.6
13.1107,80.2459,15,"chennai",14,2025-04-11,31.4,24.26,5.9,44565.92,40360.91,0,0,43,24.7,1005.5,1003.8,6.99,2.59
13.1107,80.2459,15,"chennai",15,2025-04-12,31.8,24.06,6.21,44608.32,40473.75,0,0,29,23,1006.3,1004.6,6.99,2.72
13.1107,80.2459,15,"chennai",16,2025-04-13,31.1,23.44,5.49,44650.43,39476.46,2.3,1,25,25,1007.7,1006,5.95,2.04
13.1107,80.2459,15,"chennai",17,2025-04-14,30.3,23.53,5.55,44692.2,38251.93,0.1,1,26,24.7,1008.2,1006.5,6.89,2.51
13.1107,80.2459,15,"chennai",18,2025-04-15,30.3,21.83,5.38,44733.62,35019.29,2.9,2,31,24.3,1008.5,1006.8,7.95,3.08
13.1107,80.2459,15,"chennai",19,2025-04-16,30.5,21.67,5.56,44774.65,40477.27,2,7,23,23.7,1008.8,1007.1,8.36,3.32
13.1107,80.2459,15,"chennai",20,2025-04-17,30.1,23.35,5.46,44815.27,40478.23,4.2,3,14,24.6,1007.8,1006.1,8.03,3.17
13.1107,80.2459,15,"chennai",21,2025-04-18,31,23.8,6,44855.75,40592.77,0,0,14,24.8,1007,1005.3,9.03,3.64
13.1107,80.2459,15,"chennai",22,2025-04-19,31.6,24.06,6.15,44896.17,40252.59,0,0,49,24.9,1006.5,1004.8,8.75,3.49
13.1107,80.2459,15,"chennai",23,2025-04-20,31.6,25.24,6.36,44936.5,40823.54,0,0,22,25.2,1006.8,1005.1,9.25,3.7
13.1107,80.2459,15,"chennai",24,2025-04-21,31,25.16,6.04,44976.72,40825.41,0.2,2,15,25.4,1008.7,1007,8.59,3.39
13.1107,80.2459,15,"chennai",25,2025-04-22,30.7,24.88,6.12,45016.8,40598.05,0,0,20,24.5,1009.7,1008,8.35,3.33
13.1107,80.2459,15,"chennai",26,2025-04-23,31.1,25.05,6.37,45056.7,40714.39,0,0,7,24.2,1008.1,1006.4,8.89,3.56
13.1107,80.2459,15,"chennai",27,2025-04-24,31.2,25.21,6.28,45096.38,40831.36,0,0,27,25,1007.1,1005.4,9.03,3.62
13.1107,80.2459,15,"chennai",28,2025-04-25,31,24.84,6.08,45135.83,40833.42,0.4,4,10,25.3,1007.4,1005.7,9.3,3.78
13.1107,80.2459,15,"chennai",29,2025-04-26,30.9,24.97,6.12,45175.01,40719.68,0.4,3,29,25,1007.6,1005.9,9.46,3.82
13.1107,80.2459,15,"chennai",30,2025-04-27,30.7,23.78,5.83,45213.88,40489.14,0.2,2,78,24.3,1008.6,1006.9,7.94,3.02
13.1107,80.2459,15,"chennai",31,2025-04-28,30.6,22.29,5.71,45252.41,40103.5,0.3,3,63,23.6,1007.7,1006,8.03,3.16
13.1107,80.2459,15,"chennai",32,2025-04-29,30.6,23.95,5.83,45290.57,40608.38,0.5,4,25,24.3,1006.9,1005.2,8.48,3.31
13.1107,80.2459,15,"chennai",33,2025-04-30,31.3,24.7,6.29,45328.32,40258.27,0,0,43,24.6,1007.2,1005.5,8.69,3.46
13.1107,80.2459,15,"chennai",34,2025-05-01,31.6,23.72,6.2,45365.62,40066.39,1.2,2,71,24.3,1007.7,1006,8.56,3.37
13.1107,80.2459,15,"chennai",35,2025-05-02,31.5,22.74,5.89,45402.46,36872.27,0.4,2,61,25.1,1008,1006.3,8.82,3.5
13.1107,80.2459,15,"chennai",36,2025-05-03,31.9,23.67,6.32,45438.77,40141.28,0.5,1,39,24.7,1006.8,1005.1,9.2,3.68
13.1107,80.2459,15,"chennai",37,2025-05-04,31.7,23.57,6.08,45474.54,40141.29,1,2,23,24.8,1006.3,1004.7,8.69,3.29
13.1107,80.2459,15,"chennai",38,2025-05-05,30.3,24.26,5.84,45509.71,38874.21,0,0,73,24.2,1006.3,1004.6,7.8,3.18
13.1107,80.2459,15,"chennai",39,2025-05-06,31.3,23.48,5.74,45544.26,40380.24,0,0,50,25.4,1006.8,1005.2,8.03,3.08
13.1107,80.2459,15,"chennai",40,2025-05-07,31.3,23.7,5.9,45578.16,40380.94,0.6,1,54,24.1,1006.2,1004.5,7.6,2.87
13.1107,80.2459,15,"chennai",41,2025-05-08,31,22.65,5.55,45611.66,40140.8,9.6,4,59,23.9,1006.5,1004.8,7.09,2.33
13.1107,80.2459,15,"chennai",42,2025-05-09,30.9,23.37,5.74,45644.82,37392.89,0.2,1,20,23.3,1007.2,1005.5,6.26,2.19
13.1107,80.2459,15,"chennai",43,2025-05-10,31.6,23.8,6.1,45677.62,40382.86,1.4,3,38,24.2,1007.3,1005.6,8.16,3.08
13.1107,80.2459,15,"chennai",44,2025-05-11,32,23.06,5.86,45710.04,40383.42,0.1,1,25,25,1005.8,1004.1,7.18,2.72
13.1107,80.2459,15,"chennai",45,2025-05-12,32.6,23.76,6.25,45742.04,40506.21,0.1,1,26,23.9,1004.2,1002.6,7.05,2.62
13.1107,80.2459,15,"chennai",46,2025-05-13,32.9,23.59,6.37,45773.58,39717.73,0,0,60,23.5,1004,1002.3,7.17,2.67
13.1107,80.2459,15,"chennai",47,2025-05-14,32.1,24,5.89,45804.64,40631.36,0,0,52,25.4,1005.1,1003.4,6.85,2.43
13.1107,80.2459,15,"chennai",48,2025-05-15,32,24.4,6.02,45835.2,40632.76,0.5,1,47,24.8,1005.6,1004,7.09,2.52
13.1107,80.2459,15,"chennai",49,2025-05-16,31.6,22.84,5.52,45865.21,39600,2.9,6,69,25.5,1005.5,1003.8,7.18,2.38
13.1107,80.2459,15,"chennai",50,2025-05-17,29.4,12.52,3.37,45894.64,16061.2,2.4,4,98,24,1005.3,1003.6,6.65,2.51
13.1107,80.2459,15,"chennai",51,2025-05-18,29.3,19.5,4.63,45923.46,38932.22,12.4,5,100,24.3,1004.2,1002.5,6.92,2.7
13.1107,80.2459,15,"chennai",52,2025-05-19,27.6,13.73,2.93,45951.65,24369.84,21.1,21,100,25.4,1003.4,1001.7,4.54,1.68
13.1107,80.2459,15,"chennai",53,2025-05-20,28.1,12.29,2.75,45979.16,8091.01,2.7,12,97,25.3,1003,1001.3,4.88,1.8
13.1107,80.2459,15,"chennai",54,2025-05-21,29.6,18.57,4.29,46005.96,30795.68,0.8,1,100,24.9,1003.9,1002.2,4.84,1.91
13.1107,80.2459,15,"chennai",55,2025-05-22,29.9,19.87,5.25,46032.02,27122.12,0.3,2,100,22.6,1004.5,1002.8,6.89,3.01
13.1107,80.2459,15,"chennai",56,2025-05-23,30.4,24.03,5.86,46057.3,40642.17,6.1,6,66,24.6,1002.6,1000.9,8.3,3.49
13.1107,80.2459,15,"chennai",57,2025-05-24,31.2,18.06,5.25,46081.77,22732.65,0.2,1,98,23.7,1001.8,1000.2,7.97,3.19
13.1107,80.2459,15,"chennai",58,2025-05-25,31.7,20.61,6.03,46105.39,30996.78,0,0,92,22.7,1002.5,1000.8,8.5,3.26
13.1107,80.2459,15,"chennai",59,2025-05-26,30.4,11.6,4.45,46128.13,15304.79,0.5,3,100,22.6,1002.2,1000.5,10.18,4.14
13.1107,80.2459,15,"chennai",60,2025-05-27,31.6,14.41,5.65,46149.97,24936.12,0,0,100,21.6,1000.8,999.2,10.9,4.35
13.1107,80.2459,15,"chennai",61,2025-05-28,31.5,18.15,6.21,46171.07,30480.78,3.6,6,100,21.6,1000.6,998.9,10.99,4.34
13.1107,80.2459,15,"chennai",62,2025-05-29,32.2,19.24,6.89,46191.48,26703.49,2.1,4,100,21.3,1000.5,998.8,11.61,4.6
13.1107,80.2459,15,"chennai",63,2025-05-30,30.1,15.73,4.67,46211.2,20957.68,9.6,6,100,23,1001.7,1000,8.66,3.27
13.1107,80.2459,15,"chennai",64,2025-05-31,30.4,21.45,5.3,46230.19,36507.15,0,0,98,24.4,1004.1,1002.4,6.89,2.88
13.1107,80.2459,15,"chennai",65,2025-06-01,30.9,24.34,6.08,46248.44,40835.72,0,0,88,23.9,1005.4,1003.7,7.42,3.22
12.6889,79.9728,69,"chengalpattu",-300,2024-06-01,33,23.57,6.52,46166.18,40186.62,26.9,5,57,25.4,1003.4,995.7,7.67,3.35
12.6889,79.9728,69,"chengalpattu",-299,2024-06-02,29.8,21.23,5.02,46182.59,36109.58,21.1,11,78,24.8,1005.7,997.9,6.24,2.46
12.6889,79.9728,69,"chengalpattu",-298,2024-06-03,29.1,11.15,2.71,46198.25,14184.98,4.7,9,100,25.5,1006.4,998.6,4.6,1.98
12.6889,79.9728,69,"chengalpattu",-297,2024-06-04,29.9,16.23,3.87,46213.14,31917.74,2.8,3,98,25.3,1006.8,999,4.75,2.09
12.6889,79.9728,69,"chengalpattu",-296,2024-06-05,28.6,11.88,2.86,46227.27,11994.69,28.7,11,96,25.4,1007.4,999.6,5.6,2.52
12.6889,79.9728,69,"chengalpattu",-295,2024-06-06,27.4,12.5,2.73,46240.61,17682.3,31.5,21,98,25.3,1008.2,1000.3,5.75,2.7
12.6889,79.9728,69,"chengalpattu",-294,2024-06-07,27.7,12.36,2.97,46253.15,14087.33,9.8,13,94,24.7,1006.8,998.9,6.26,3.17
12.6889,79.9728,69,"chengalpattu",-293,2024-06-08,29.1,18.14,4.62,46264.88,26656.54,0.2,2,94,24.5,1005.9,998.1,8.02,4.17
12.6889,79.9728,69,"chengalpattu",-292,2024-06-09,29.9,22.35,5.75,46275.79,37258.56,0.4,1,98,23.7,1005.4,997.7,8.22,4.09
12.6889,79.9728,69,"chengalpattu",-291,2024-06-10,30.8,22.83,6.26,46285.86,39600,1.7,4,88,22.9,1005.3,997.5,7.45,3.74
12.6889,79.9728,69,"chengalpattu",-290,2024-06-11,30.7,20.31,5.68,46295.07,38577.53,2.9,4,99,22.4,1005.4,997.7,6.85,3.28
12.6889,79.9728,69,"chengalpattu",-289,2024-06-12,30.1,11.21,3.93,46303.43,9589.15,0.2,1,97,22,1006.8,999.1,6.75,3.26
12.6889,79.9728,69,"chengalpattu",-288,2024-06-13,30.6,18.51,5.22,46310.93,31950.73,0.1,1,99,21.7,1006.6,998.9,5.7,2.76
12.6889,79.9728,69,"chengalpattu",-287,2024-06-14,30.9,16.35,4.96,46317.53,26955.57,0.3,2,97,21.8,1005.4,997.6,5.7,2.83
12.6889,79.9728,69,"chengalpattu",-286,2024-06-15,30.5,15.4,4.48,46323.24,21294.96,0.2,1,100,22,1004.9,997.1,5.13,2.37
12.6889,79.9728,69,"chengalpattu",-285,2024-06-16,31.3,22.51,6.01,46328.05,41531.82,0.1,1,91,22.7,1005.1,997.3,5.56,2.62
12.6889,79.9728,69,"chengalpattu",-284,2024-06-17,30.9,21.56,5.7,46331.94,35716.69,0.1,1,87,23.4,1005.5,997.8,5.92,2.91
12.6889,79.9728,69,"chengalpattu",-283,2024-06-18,30.7,22.09,5.91,46334.91,41759,0.1,1,83,23.3,1005.3,997.6,7.54,3.53
12.6889,79.9728,69,"chengalpattu",-282,2024-06-19,28.5,19.5,4.53,46336.93,30220.38,18.6,13,86,24.1,1004.8,997,6.58,2.72
12.6889,79.9728,69,"chengalpattu",-281,2024-06-20,29.2,22.31,5.42,46338.02,41055.61,1.4,6,95,23.5,1004.7,996.9,6.78,3.31
12.6889,79.9728,69,"chengalpattu",-280,2024-06-21,29.2,22.65,5.59,46338.14,39196.21,14,3,93,22.8,1004.4,996.6,6.64,3.1
12.6889,79.9728,69,"chengalpattu",-279,2024-06-22,30,21.04,5.52,46337.3,37879.82,0.7,5,96,22.9,1002.4,994.7,6.45,3.31
12.6889,79.9728,69,"chengalpattu",-278,2024-06-23,30.1,23.12,5.82,46335.5,40486.26,0.3,2,62,23.3,1001.9,994.2,6.45,3.14
12.6889,79.9728,69,"chengalpattu",-277,2024-06-24,29.8,20.65,5.46,46332.75,38691.23,1.1,4,94,22.9,1001.7,993.9,6.89,3.42
12.6889,79.9728,69,"chengalpattu",-276,2024-06-25,29.8,21.55,5.56,46329.06,39600,0.8,2,98,23,1001.7,993.9,6.83,3.3
12.6889,79.9728,69,"chengalpattu",-275,2024-06-26,30.2,14.78,5.04,46324.44,21193.49,0,0,100,22.2,1001.8,994,7.98,4.12
12.6889,79.9728,69,"chengalpattu",-274,2024-06-27,30.1,14.66,4.74,46318.91,16184.03,0.6,3,100,22.1,1003.7,996,7.11,3.45
12.6889,79.9728,69,"chengalpattu",-273,2024-06-28,30.6,21.36,6.05,46312.48,33134.4,0.1,1,98,22.4,1004.6,996.8,7.3,3.64
12.6889,79.9728,69,"chengalpattu",-272,2024-06-29,30.7,22.2,5.88,46305.18,38018.34,0,0,94,23.2,1005.4,997.6,6.9,3.4
12.6889,79.9728,69,"chengalpattu",-271,2024-06-30,30.2,14.35,4.29,46296.98,19765.84,0.1,1,100,24.1,1006.3,998.5,7.18,3.67
12.6889,79.9728,69,"chengalpattu",-270,2024-07-01,29.3,14.81,4.2,46287.94,19937.58,0.9,3,100,23.8,1006.3,998.5,7.13,3.56
12.6889,79.9728,69,"chengalpattu",-269,2024-07-02,30.2,17.24,5.13,46278.05,29780.57,0,0,100,22.4,1004.9,997.1,6.99,3.6
12.6889,79.9728,69,"chengalpattu",-268,2024-07-03,30.4,22.7,5.77,46267.32,42193.57,2.4,6,92,23,1005.2,997.4,6.21,2.86
12.6889,79.9728,69,"chengalpattu",-267,2024-07-04,29,12.95,3.8,46255.79,13685.74,2.1,5,99,22.6,1006.5,998.7,5.88,2.8
12.6889,79.9728,69,"chengalpattu",-266,2024-07-05,30.2,21.05,5.6,46243.44,35106.05,1,3,96,22.7,1004.9,997.1,6.62,3.14
12.6889,79.9728,69,"chengalpattu",-265,2024-07-06,28.7,12.04,3.47,46230.31,10688.53,1.6,4,100,22.8,1004.6,996.8,5.57,2.75
12.6889,79.9728,69,"chengalpattu",-264,2024-07-07,29.9,21.8,5.59,46216.41,36143.03,1.8,1,93,22.4,1004.1,996.3,5.81,2.7
12.6889,79.9728,69,"chengalpattu",-263,2024-07-08,28.7,11.89,3.39,46201.74,7457.18,0.9,6,99,23.2,1003.9,996.1,5.67,2.82
12.6889,79.9728,69,"chengalpattu",-262,2024-07-09,29.4,18.27,4.67,46186.34,29809.83,0.2,1,100,22.6,1005.1,997.3,5.12,2.38
12.6889,79.9728,69,"chengalpattu",-261,2024-07-10,30.5,22.39,5.77,46170.2,41465.01,0.2,2,88,22.6,1006.8,999.1,6.14,2.91
12.6889,79.9728,69,"chengalpattu",-260,2024-07-11,29.9,19.67,5.19,46153.34,36000,0,0,99,22.6,1006.4,998.6,5.86,2.75
12.6889,79.9728,69,"chengalpattu",-259,2024-07-12,29.7,21.26,5.38,46135.61,39922.41,16.6,9,79,23.4,1004.6,996.8,7.13,3.4
12.6889,79.9728,69,"chengalpattu",-258,2024-07-13,28,9.69,2.79,46116.97,3572.85,4.3,5,100,23.8,1004.2,996.4,6.2,3.2
12.6889,79.9728,69,"chengalpattu",-257,2024-07-14,27.3,7.37,2.04,46097.46,0,2.7,13,100,23.4,1003.1,995.3,4.1,2.03
12.6889,79.9728,69,"chengalpattu",-256,2024-07-15,26.4,7.82,2.06,46077.1,4031.18,13.8,20,100,24,1002.6,994.7,7.88,4.2
12.6889,79.9728,69,"chengalpattu",-255,2024-07-16,26.4,7.83,2.3,46055.94,1339.11,4.8,14,100,23.4,1002.9,995,8.91,4.57
12.6889,79.9728,69,"chengalpattu",-254,2024-07-17,28.1,12.32,3.7,46033.99,9052.49,0.5,5,100,23,1003.8,996,7.56,3.99
12.6889,79.9728,69,"chengalpattu",-253,2024-07-18,28.2,13.32,4.01,46011.3,13045.91,2.6,6,100,22.8,1003.6,995.8,8.71,4.51
12.6889,79.9728,69,"chengalpattu",-252,2024-07-19,26.2,6.64,2.06,45987.88,0,0.6,6,100,23.2,1002.9,995.1,7.48,4
12.6889,79.9728,69,"chengalpattu",-251,2024-07-20,28,11.9,3.52,45963.78,4687.19,0.4,3,100,22.3,1003.3,995.5,6.38,3.38
12.6889,79.9728,69,"chengalpattu",-250,2024-07-21,30.2,18.22,5.77,45939.02,32690.09,0.2,2,100,21.3,1004,996.2,7.92,4.13
12.6889,79.9728,69,"chengalpattu",-249,2024-07-22,30.3,16.66,5.77,45913.63,21617.84,0,0,100,20.7,1005.7,997.9,8.18,4.24
12.6889,79.9728,69,"chengalpattu",-248,2024-07-23,30.4,23.2,6.6,45887.64,41740.61,0.5,3,98,21.7,1006.4,998.6,8.4,4.23
12.6889,79.9728,69,"chengalpattu",-247,2024-07-24,30.9,20.56,6.65,45861.09,37580.98,0,0,100,20.9,1004.5,996.7,8.82,4.58
12.6889,79.9728,69,"chengalpattu",-246,2024-07-25,30.7,18.54,6.32,45833.99,30947.68,0.4,2,98,20.9,1003.1,995.3,8.93,4.52
12.6889,79.9728,69,"chengalpattu",-245,2024-07-26,30.8,17.43,5.94,45806.39,34453.89,0.4,2,99,21.2,1003.1,995.4,8.77,4.4
12.6889,79.9728,69,"chengalpattu",-244,2024-07-27,31,18.58,6.26,45778.31,31439.02,0.5,2,100,20.7,1003.5,995.7,8.96,4.37
12.6889,79.9728,69,"chengalpattu",-243,2024-07-28,30.2,14.75,5.8,45749.78,25023.96,0,0,98,19.1,1002.3,994.6,8.45,4.34
12.6889,79.9728,69,"chengalpattu",-242,2024-07-29,30.4,19.21,5.81,45720.82,34389,9.1,4,95,21.1,1002,994.2,7.3,3.53
12.6889,79.9728,69,"chengalpattu",-241,2024-07-30,29.9,21.09,5.56,45691.46,37861.36,11.5,3,89,22.8,1004.6,996.8,7.07,3.34
12.6889,79.9728,69,"chengalpattu",-240,2024-07-31,30.5,18.54,5.58,45661.73,39027.39,0.3,1,91,21.4,1006,998.3,7.01,3.5
12.6889,79.9728,69,"chengalpattu",-239,2024-08-01,30.1,11.97,4.1,45631.38,17359.56,0.1,1,100,21.6,1005.8,998,6.1,3.07
12.6889,79.9728,69,"chengalpattu",-238,2024-08-02,30.3,20.82,5.48,45600.36,34690.16,4.5,1,100,22.4,1005.9,998.1,6,2.81
12.6889,79.9728,69,"chengalpattu",-237,2024-08-03,29.8,22.53,5.46,45568.71,39732.32,3.6,2,97,22.2,1006.9,999.1,5.01,2.29
12.6889,79.9728,69,"chengalpattu",-236,2024-08-04,29.4,21.82,4.98,45536.46,33253.76,0.5,3,73,23.5,1007.2,999.4,4.15,1.71
12.6889,79.9728,69,"chengalpattu",-235,2024-08-05,28,18.84,4.15,45503.65,25200,7,9,95,23.9,1007.7,999.9,4.45,2.05
12.6889,79.9728,69,"chengalpattu",-234,2024-08-06,28.4,19.66,4.44,45470.31,36663.28,30,11,92,24,1006.6,998.8,4.91,2.13
12.6889,79.9728,69,"chengalpattu",-233,2024-08-07,27.9,16.21,3.64,45436.47,19876.1,2.4,7,99,23.8,1006.8,999,3.76,1.74
12.6889,79.9728,69,"chengalpattu",-232,2024-08-08,27.7,21.83,4.65,45402.18,36573.17,18.9,9,73,23.8,1007.4,999.5,5.12,2.29
12.6889,79.9728,69,"chengalpattu",-231,2024-08-09,27.8,23.21,4.95,45367.46,41389.42,19,18,59,24.2,1007.7,999.9,5.31,2.35
12.6889,79.9728,69,"chengalpattu",-230,2024-08-10,27.7,21.66,4.61,45332.34,41650.01,22.2,12,91,24.3,1007.7,999.9,4.8,2.04
12.6889,79.9728,69,"chengalpattu",-229,2024-08-11,28.4,23.44,5.11,45296.87,41644.73,13.8,9,55,24.4,1005.7,997.9,5.33,2.15
12.6889,79.9728,69,"chengalpattu",-228,2024-08-12,28.4,23.94,5.21,45261.07,40332.59,17.4,9,92,24.3,1005.2,997.4,4.9,2
12.6889,79.9728,69,"chengalpattu",-227,2024-08-13,28.2,23.59,5.09,45224.96,41893.38,0.6,3,52,24.2,1005.9,998.1,5.42,2.47
12.6889,79.9728,69,"chengalpattu",-226,2024-08-14,28.1,19.77,4.18,45188.59,38248.33,4.9,8,62,25,1005.4,997.5,4.09,1.72
12.6889,79.9728,69,"chengalpattu",-225,2024-08-15,28.6,22.09,4.81,45151.99,40338.64,1,7,88,24.8,1004.6,996.8,5.54,2.65
12.6889,79.9728,69,"chengalpattu",-224,2024-08-16,28.8,22.86,5.13,45115.18,41487.87,0.5,4,98,24.5,1003.9,996.1,7.01,3.52
12.6889,79.9728,69,"chengalpattu",-223,2024-08-17,28.8,21.47,4.75,45078.19,40722.45,1.6,7,90,24.7,1004.8,997,4.83,2.07
12.6889,79.9728,69,"chengalpattu",-222,2024-08-18,28.9,23.16,5.05,45041.05,41350.52,1.2,3,61,24.5,1005.5,997.7,4.5,1.76
12.6889,79.9728,69,"chengalpattu",-221,2024-08-19,28.9,21.45,4.88,45003.79,39688.84,3.7,5,76,24.6,1005.2,997.4,6.15,2.98
12.6889,79.9728,69,"chengalpattu",-220,2024-08-20,28.5,21.24,4.81,44966.43,40220.84,5.5,10,90,24.4,1005.5,997.7,6.28,3.07
12.6889,79.9728,69,"chengalpattu",-219,2024-08-21,28.9,19.8,4.98,44928.71,35510.09,0.5,5,80,23.8,1006.7,998.9,8.39,4.26
12.6889,79.9728,69,"chengalpattu",-218,2024-08-22,28.8,18.98,5.07,44890.57,28366.49,0,0,92,22.5,1007.7,999.9,7.55,3.85
12.6889,79.9728,69,"chengalpattu",-217,2024-08-23,29.7,23.28,5.92,44852.02,38603.79,0,0,81,23.6,1007.9,1000.1,8.13,4.24
12.6889,79.9728,69,"chengalpattu",-216,2024-08-24,30.1,21.66,6.04,44813.12,35570.67,0,0,98,22.4,1008,1000.2,8.24,4.22
12.6889,79.9728,69,"chengalpattu",-215,2024-08-25,30.6,22.62,6.06,44773.88,39344.02,0.1,1,92,21.1,1007.3,999.5,6.15,2.92
12.6889,79.9728,69,"chengalpattu",-214,2024-08-26,30.6,23.82,6.58,44734.33,40003.64,0,0,89,20.6,1006.5,998.7,7.04,3.42
12.6889,79.9728,69,"chengalpattu",-213,2024-08-27,29.9,16.37,4.51,44694.52,26445.75,0,0,100,21.9,1007.6,999.8,5.27,2.48
